,Name,R,2B,3B,HR,BB,IBB,SO,BA,OBP,SLG,OPS,bbType_flyBall,bbType_groundBall,bbType_lineDrive,bbType_popUp,2BperPA,3BperPA,HRperPA,BBperPA,IBBperPA,SOperPA,p1,p2,p3,p4
143,Tyler Flowers,267,111,5,86,227,6,852,0.237,0.319,0.391,0.71,0.2337423312883436,0.4484662576687117,0.2478527607361964,0.06993865030674846,0.03998559077809798,0.0018011527377521613,0.030979827089337175,0.08177233429394813,0.0021613832853025943,0.3069164265129683,-0.22632927617849452,0.10437781734995238,-0.07227841656598316,-0.03439666174862198
144,Logan Forsythe,389,150,13,71,343,9,757,0.244,0.326,0.369,0.695,0.2744531572430871,0.4292199752373092,0.24473792818819645,0.051176227816756084,0.0423728813559322,0.0036723163841807906,0.02005649717514124,0.09689265536723164,0.002542372881355932,0.21384180790960453,-0.22843372916981103,0.06709503421639011,-0.1026333862435665,-0.03750067213512583
145,Dexter Fowler,814,253,82,127,739,16,1320,0.259,0.358,0.418,0.7759999999999999,0.2598001537279016,0.4386369459390213,0.2490392006149116,0.05252369971816551,0.04301989457575242,0.013943206937595648,0.021594966842373747,0.1256589015473559,0.0027206257439211018,0.2244516238734909,-0.2200340439877761,0.08439605366986515,-0.0934910845388609,-0.04336042780539729
146,Ben Francisco,189,99,3,47,143,2,306,0.252,0.324,0.415,0.738,0.3206816421378776,0.3872966692486445,0.1843532145623548,0.10766847405112316,0.05806451612903226,0.0017595307917888567,0.02756598240469208,0.08387096774193549,0.0011730205278592375,0.17947214076246334,-0.26909945206858205,-0.010519401743463913,-0.058121150180756746,-0.0381250777027356
147,Maikel Franco,302,126,4,110,189,39,427,0.252,0.304,0.433,0.737,0.19211136890951275,0.4626450116009281,0.23526682134570764,0.10997679814385153,0.04529115744069015,0.0014378145219266715,0.039539899352983465,0.06793673616103522,0.014018691588785048,0.15348670021567218,-0.2308544545927139,0.13175899571130623,-0.022105592708648158,-0.03351487165736316
148,Jeff Francoeur,418,197,20,98,208,34,761,0.253,0.297,0.396,0.693,0.2767501756029033,0.431046593303676,0.1936314680402716,0.09833762584874736,0.04918851435705368,0.004993757802746567,0.024469413233458182,0.05193508114856429,0.008489388264669164,0.19001248439450685,-0.271014559547198,0.05125309329109384,-0.05847581273387326,-0.04548966031491534
149,Adam Frazier,230,91,16,35,134,8,246,0.273,0.336,0.413,0.7490000000000001,0.20214285714285715,0.4542857142857143,0.2935714285714286,0.05,0.05044345898004435,0.008869179600886918,0.01940133037694013,0.07427937915742794,0.004434589800443459,0.13636363636363635,-0.18435353648462668,0.1369785417992646,-0.08695730929827553,-0.02388409422293055
150,Todd Frazier,601,211,15,218,435,12,1079,0.242,0.319,0.448,0.767,0.26785714285714285,0.3696428571428572,0.25148809523809523,0.11071428571428572,0.0429822774495824,0.003055612140965573,0.044408229782032994,0.08861275208800162,0.002444489712772459,0.21980036667345693,-0.19652988357706863,0.01896709965593034,-0.041635562460278164,-0.026634110774772592
151,Freddie Freeman,849,342,23,240,691,87,1205,0.295,0.383,0.509,0.892,0.28112745098039216,0.3764705882352941,0.3044117647058823,0.03799019607843137,0.05733445096395641,0.0038558256496228,0.040234702430846606,0.11584241408214585,0.014585079631181894,0.20201173512154236,-0.16152860541377384,0.03395436443942817,-0.115817210303645,-0.007118455819085682
152,David Freese,481,197,7,113,370,11,974,0.277,0.35100000000000003,0.423,0.775,0.19203509956125547,0.5376307796152549,0.24333445831927106,0.0269996625042187,0.0465831165760227,0.001655237644833294,0.02672026483802317,0.0874911326554741,0.002601087727595176,0.23031449515251834,-0.25600564765461414,0.20113477785667577,-0.10175292370363788,-0.038892941835762716
153,Kosuke Fukudome,264,111,13,42,307,17,402,0.258,0.359,0.395,0.754,0.2511182108626198,0.5073482428115016,0.1910543130990416,0.05047923322683706,0.04876977152899824,0.005711775043936732,0.01845342706502636,0.13488576449912126,0.007469244288224956,0.1766256590509666,-0.2918765600566171,0.13220645438554074,-0.08986562523395625,-0.05443379504937121
154,Rafael Furcal,309,96,18,35,195,8,269,0.272,0.338,0.392,0.73,0.2226755056943736,0.5383307836138025,0.17083120856705766,0.0679925208227095,0.04345857854232685,0.008148483476686284,0.015844273426889998,0.0882752376641014,0.0036215482118605695,0.12177455862381167,-0.3150796589575468,0.16599361892205108,-0.06911815477852079,-0.06655535356039176
155,Joey Gallo,262,68,6,120,250,14,672,0.208,0.327,0.499,0.825,0.3557919621749409,0.3026004728132388,0.2352245862884161,0.10638297872340426,0.0380952380952381,0.0033613445378151267,0.06722689075630252,0.1400560224089636,0.007843137254901959,0.3764705882352941,-0.19849295142925322,-0.08590273032269531,-0.06289567223030278,-0.028034901622624713
156,Freddy Galvis,383,156,26,95,214,14,775,0.247,0.292,0.385,0.677,0.2506168487839267,0.4205146281283045,0.2520267888614734,0.07684173422629538,0.040593286494925836,0.0067655477491543065,0.024720270621909967,0.055685662243039294,0.0036429872495446266,0.20166536559979184,-0.21535862034378428,0.0716993065622413,-0.07472297716680588,-0.0363774207317299
157,Avisail Garcia,385,123,16,98,200,16,756,0.271,0.324,0.422,0.746,0.19217238346525944,0.5167106420404574,0.2458223394898857,0.04529463500439754,0.038033395176252316,0.004947433518862091,0.030303030303030307,0.061842918985776124,0.004947433518862091,0.23376623376623376,-0.24586928637258276,0.1827218455033304,-0.08679975862212319,-0.043505728910134565
158,Leury Garcia,192,55,11,26,61,1,388,0.257,0.293,0.36,0.653,0.15752828546562228,0.5543951261966927,0.2550043516100957,0.033072236727589216,0.034097954122752634,0.006819590824550527,0.016119032858028518,0.03781773093614383,0.0006199628022318662,0.24054556726596404,-0.2481339728839586,0.23525767512142437,-0.09258859386482018,-0.04822646110571186
159,Brett Gardner,896,235,69,129,639,6,1146,0.259,0.343,0.401,0.743,0.2148816234498309,0.4910935738444194,0.22187147688838785,0.07215332581736189,0.03818654533636659,0.011212219694507638,0.020961975950601237,0.10383490412739682,0.0009749756256093598,0.18622034449138766,-0.25321137516833864,0.1437534259800655,-0.06283846039565677,-0.05415722467595035
160,Evan Gattis,299,116,12,139,167,18,575,0.248,0.3,0.476,0.775,0.25743589743589745,0.4112820512820513,0.2261538461538461,0.10512820512820513,0.04357625845229151,0.0045078888054094655,0.052216378662659664,0.06273478587528174,0.0067618332081142,0.2160030052592036,-0.23155349348313933,0.05197933212534783,-0.044680473339404475,-0.03558899474653202
161,Scooter Gennett,365,149,16,87,156,15,571,0.28600000000000003,0.327,0.449,0.7759999999999999,0.2146814404432133,0.4427516158818098,0.27516158818097874,0.06740535549399815,0.051185159738921335,0.005496392992098935,0.029886636894537962,0.05358983167296462,0.005152868430092753,0.1961525249055308,-0.19926517720808018,0.11485189785405908,-0.0734571696273938,-0.022902780003504413
162,Jason Giambi,179,62,1,76,237,15,375,0.223,0.349,0.433,0.782,0.3615502294747578,0.330188679245283,0.2065272819989801,0.10122386537480878,0.03651354534746761,0.0005889281507656067,0.0447585394581861,0.13957597173144876,0.0088339222614841,0.2208480565371025,-0.23318564316268414,-0.07264642687739102,-0.07203039143266639,-0.04093829515338545
163,Ryan Goins,154,71,12,22,108,1,371,0.228,0.278,0.333,0.611,0.17689822294022614,0.5468497576736672,0.21324717285945072,0.0630048465266559,0.04201183431952663,0.007100591715976331,0.01301775147928994,0.06390532544378698,0.0005917159763313611,0.2195266272189349,-0.27909575370431666,0.20798800877867865,-0.06421745413290324,-0.054107761545768386
164,Paul Goldschmidt,837,305,20,249,770,105,1268,0.293,0.392,0.522,0.914,0.2440244580322401,0.4230127848804892,0.2779321845469705,0.05447470817120623,0.05426080768546522,0.003558085749866572,0.04429816758583882,0.136986301369863,0.0186799501867995,0.22558263654154065,-0.1898953900386795,0.08601729758495018,-0.08487453913383265,-0.016980473553442014
165,Jonny Gomes,332,102,5,104,281,15,721,0.241,0.332,0.422,0.754,0.35315682281059063,0.3120162932790224,0.2057026476578412,0.12912423625254582,0.03755522827687776,0.0018409425625920469,0.03829160530191458,0.10346097201767304,0.005522827687776143,0.2654639175257732,-0.2275370340797764,-0.08520296093157453,-0.04572344705235282,-0.03895430553374242
166,Yan Gomes,320,143,7,103,166,12,716,0.246,0.298,0.422,0.72,0.2760338814150473,0.3861484803188839,0.2610861983059293,0.07673143996013951,0.04932735426008968,0.0024146257330113826,0.03552949292859607,0.05726112452569852,0.004139358399448086,0.24698171783373574,-0.20210777197603685,0.031565136513006,-0.08081978358337877,-0.0218860697418223
167,Carlos Gomez,661,233,41,143,311,7,1232,0.252,0.313,0.414,0.727,0.2441209406494961,0.4479283314669653,0.2074468085106383,0.10050391937290032,0.0457940251572327,0.008058176100628929,0.028105345911949686,0.06112421383647799,0.0013757861635220125,0.24213836477987424,-0.25816657157303713,0.08636404585077138,-0.04572108425636806,-0.04588021942111785
168,Adrian Gonzalez,789,343,7,256,653,138,1105,0.28800000000000003,0.361,0.484,0.846,0.2854244166384849,0.4168075752451809,0.2475481907338519,0.05021981738248225,0.05285868392664509,0.0010787486515641855,0.0394513792572045,0.10063183849591616,0.0212667591308368,0.17028817999691787,-0.2236212601896529,0.05033251040931197,-0.10478058592410487,-0.02564870211744126
169,Alex Gonzalez,201,98,5,51,84,7,354,0.239,0.278,0.386,0.664,0.311252055438102,0.37279774489076817,0.18252290345313602,0.1329574817946911,0.051551814834297736,0.0026301946344029453,0.026827985270910047,0.04418726985796949,0.003682272488164124,0.18621778011572854,-0.2647098684787438,-0.019942332168546403,-0.034895151686407756,-0.041030542064343145
170,Carlos Gonzalez,821,302,40,234,448,55,1240,0.285,0.343,0.5,0.843,0.2001034126163392,0.4700103412616339,0.2536194415718718,0.07626680455015512,0.05441441441441442,0.0072072072072072065,0.04216216216216216,0.08072072072072073,0.00990990990990991,0.22342342342342345,-0.22029171779186718,0.14002183048916647,-0.055044978875116626,-0.027440862839459436
171,Marwin Gonzalez,370,162,8,96,227,10,681,0.261,0.317,0.412,0.7290000000000001,0.2024661893396977,0.4773269689737471,0.2553699284009546,0.06483691328560064,0.04808548530721282,0.0023745918670228555,0.02849510240427426,0.06737904422677353,0.0029682398337785693,0.20213713268032055,-0.2254029143584467,0.14596562083356435,-0.07046133073430327,-0.03035492923869924
172,Alex Gordon,807,321,22,175,643,44,1398,0.258,0.34,0.41,0.7509999999999999,0.28665997993981945,0.4132397191574724,0.2365095285857573,0.0633901705115346,0.048277936531809285,0.003308768235824936,0.026319747330425632,0.09670627161979244,0.006617536471649872,0.2102571815310573,-0.23101919082932978,0.044375656089277564,-0.09301073957428423,-0.03371721365406392
173,Yasmani Grandal,401,143,7,149,487,9,831,0.24,0.348,0.445,0.7929999999999999,0.2517037710131758,0.4393457519309405,0.2276238073602908,0.0813266696955929,0.04102122776821572,0.002008032128514056,0.04274239816408491,0.13970166379804935,0.002581755593803787,0.23838209982788294,-0.2360589250809002,0.08256247198343661,-0.05945103943963732,-0.03903373179139974
174,Curtis Granderson,985,270,59,294,793,28,1550,0.241,0.336,0.459,0.795,0.3388518985063884,0.3638653949973007,0.2195429188411013,0.07773978765520964,0.04000592680397096,0.008742035857164024,0.04356200918654615,0.11749888872425544,0.0041487627796710615,0.2296636538746481,-0.23140261929091901,-0.029163994351668554,-0.09045657573188993,-0.043327694549206895
175,Didi Gregorius,451,155,21,120,216,18,509,0.265,0.315,0.433,0.748,0.2438608458390177,0.4075716234652115,0.2418144611186903,0.10675306957708047,0.0428295109146173,0.005802707930367505,0.033158331030671465,0.059684995855208624,0.004973749654600719,0.1406465874550981,-0.21491263078817133,0.060158531705136964,-0.04245432933959132,-0.03507871427981286
176,Randal Grichuk,352,153,20,134,156,6,748,0.246,0.295,0.483,0.778,0.26991150442477874,0.3871681415929204,0.23783185840707965,0.10508849557522124,0.0565410199556541,0.007390983000739098,0.04951958610495196,0.057649667405764965,0.0022172949002217295,0.2764227642276423,-0.21664209526912867,0.02832951897352977,-0.04783180525789402,-0.024228008122235987
177,Robbie Grossman,319,131,10,50,345,5,574,0.252,0.35,0.38,0.73,0.2438490978676873,0.4149808638600328,0.2761071623838163,0.06506287588846364,0.04767103347889374,0.00363901018922853,0.018195050946142648,0.12554585152838427,0.001819505094614265,0.2088791848617176,-0.18958006254669058,0.07934093423054676,-0.07840526151150295,-0.024252541724747872
178,Vladimir Guerrero,287,104,6,84,122,27,249,0.297,0.341,0.474,0.815,0.2670122053168367,0.459622136766427,0.1897675973917405,0.08326366828289583,0.04642857142857143,0.002678571428571429,0.0375,0.05446428571428572,0.012053571428571427,0.11116071428571428,-0.28233984227115355,0.07889833793251735,-0.07009842938379224,-0.0485875430123363
179,Yuli Gurriel,264,135,5,71,99,3,229,0.287,0.324,0.468,0.792,0.20795107033639146,0.42456676860346587,0.2680937818552497,0.09938837920489296,0.06379962192816635,0.002362948960302457,0.0335538752362949,0.04678638941398866,0.0014177693761814744,0.10822306238185256,-0.19624845938253102,0.09925243728572729,-0.04036200749771275,-0.012944804078751369
180,Franklin Gutierrez,330,128,7,83,203,11,630,0.255,0.312,0.404,0.716,0.2826362484157161,0.4621884241656105,0.180397127165188,0.07477820025348543,0.044290657439446365,0.002422145328719723,0.028719723183391006,0.07024221453287198,0.0038062283737024228,0.2179930795847751,-0.29460818540506667,0.07231955544083236,-0.08072995119638939,-0.05291589899450786
181,Jedd Gyorko,317,111,5,121,248,6,670,0.245,0.31,0.424,0.735,0.2740126767430522,0.4100438810336421,0.25109702584105315,0.06484641638225255,0.0372108615487764,0.0016761649346295675,0.040563191418035535,0.08313778075762655,0.002011397921555481,0.22460610124036204,-0.21615298547256226,0.051110012301194246,-0.08968337651600601,-0.034032423300296245
182,Travis Hafner,208,88,3,71,219,31,420,0.25,0.34600000000000003,0.4270000000000001,0.773,0.3227142402038866,0.4265689710098757,0.18604651162790692,0.06435170436444727,0.04380288700846192,0.0014932802389248385,0.0353409656545545,0.1090094574415132,0.015430562468889996,0.20905923344947736,-0.28216626708113596,0.023971140512132415,-0.09881398769424216,-0.049312705485993175
183,Jerry Hairston,241,97,7,37,156,5,239,0.262,0.324,0.382,0.706,0.275130890052356,0.4120418848167539,0.1945026178010472,0.1180628272251309,0.046746987951807234,0.0033734939759036144,0.01783132530120482,0.07518072289156627,0.002409638554216868,0.11518072289156625,-0.26005923080672005,0.03629701364877238,-0.038087937308106536,-0.04594544665229925
184,Scott Hairston,222,97,9,82,127,5,423,0.241,0.295,0.443,0.738,0.3165429480381761,0.3488865323435843,0.1823966065747614,0.15164369034994699,0.049338758901322485,0.004577822990844354,0.04170905391658189,0.06459816887080366,0.00254323499491353,0.21515768056968465,-0.25324860564180535,-0.043286819772548724,-0.014743096038948758,-0.04031218851313467
185,Billy Hamilton,416,101,36,22,224,1,648,0.241,0.29600000000000004,0.325,0.621,0.17252112049799911,0.4642063139172966,0.27612272120942644,0.0871498443752779,0.03232,0.01152,0.00704,0.07168,0.00032,0.20736,-0.19413793101008625,0.15641532881032863,-0.042754171084185895,-0.04145077877066862
186,Josh Hamilton,557,217,22,181,319,51,873,0.29,0.348,0.513,0.86,0.31141321530192856,0.4151122352197281,0.2352197281062283,0.03825482137211508,0.05407425865935709,0.00548218290555694,0.04510341390480937,0.07949165213057563,0.01270869673560927,0.2175429852977822,-0.23896353595806746,0.032006090988488424,-0.12447991104132446,-0.030966582559186284
187,Ryan Hanigan,189,70,1,30,254,39,288,0.251,0.344,0.334,0.6779999999999999,0.20899007589025104,0.5055458260361938,0.2253356684179801,0.060128429655575015,0.031000885739592563,0.00044286979627989367,0.013286093888396813,0.112488928255093,0.017271922054915855,0.1275465013286094,-0.257632567601495,0.16054378774102493,-0.0744652755274139,-0.05259542606111183
188,Jack Hannahan,151,81,5,26,171,5,400,0.228,0.309,0.341,0.65,0.28165584415584416,0.4310064935064935,0.21996753246753248,0.06737012987012987,0.04770318021201413,0.0029446407538280327,0.015312131919905773,0.10070671378091872,0.0029446407538280327,0.23557126030624265,-0.2502148274227237,0.05839247399388095,-0.08708562244293445,-0.04003159404697095
189,J.J. Hardy,570,234,12,148,317,16,816,0.255,0.302,0.404,0.705,0.26337943475646425,0.4582080577269994,0.1846061334936861,0.09360593305271596,0.04583741429970617,0.0023506366307541626,0.028991185112634668,0.062095984329089124,0.0031341821743388837,0.15984329089128305,-0.2851078446628386,0.0789216505825414,-0.05811425569353619,-0.05018864624613387
190,Bryce Harper,749,228,21,232,733,89,1055,0.276,0.387,0.513,0.9,0.2479153303399615,0.4239897370109044,0.2658755612572162,0.0622193713919179,0.04669260700389105,0.0043006348556215435,0.04751177554781896,0.15011263567479008,0.01822650010239607,0.2160557034609871,-0.19844927642009066,0.08167154528047671,-0.0770440226692595,-0.025604006658044298
191,Josh Harrison,384,163,28,56,132,5,495,0.273,0.314,0.402,0.716,0.2660693416439424,0.41332294507206857,0.25321386832878845,0.06739384495520062,0.050169282856263465,0.008618036318867343,0.017236072637734686,0.040627885503231764,0.0015389350569405972,0.1523545706371191,-0.21614945783040218,0.05763021611472698,-0.09038680597075417,-0.0325147678809018
192,Corey Hart,422,173,21,127,227,12,684,0.267,0.326,0.47,0.7959999999999999,0.3315363881401617,0.4211590296495957,0.1849730458221024,0.062331536388140166,0.05359355638166047,0.006505576208178439,0.03934324659231722,0.07032218091697645,0.0037174721189591076,0.21189591078066916,-0.28453780031776327,0.01313998083843078,-0.10592467407539449,-0.04627780604568721
193,Brad Hawpe,203,97,8,61,221,19,446,0.268,0.362,0.464,0.826,0.3037275655775425,0.4238380119650253,0.21997238840312933,0.05246203405430281,0.05536529680365297,0.0045662100456621,0.03481735159817352,0.12614155251141554,0.010844748858447488,0.2545662100456621,-0.24969572244060864,0.041132076413562854,-0.10319580679800877,-0.034445772034548315
194,Chase Headley,636,271,16,130,572,30,1294,0.263,0.343,0.4,0.742,0.25383216419849314,0.452325279293323,0.2392829306313328,0.05455962587685114,0.04721254355400697,0.002787456445993032,0.02264808362369338,0.09965156794425087,0.005226480836236934,0.2254355400696864,-0.23746999075188974,0.09570457743065078,-0.09198205639124106,-0.03568223253567538
195,Adeiny Hechavarria,311,116,36,37,163,20,550,0.253,0.29100000000000004,0.35100000000000003,0.6409999999999999,0.188400155702608,0.5072012456208641,0.2487349163098482,0.05566368236667965,0.03527980535279805,0.010948905109489052,0.011253041362530414,0.049574209245742094,0.006082725060827251,0.16727493917274938,-0.23797187697398794,0.17718549629798425,-0.07904086458804714,-0.05020395681434785
196,Chris Heisey,218,69,12,62,110,6,414,0.238,0.29600000000000004,0.413,0.71,0.27100494233937394,0.37891268533772654,0.2084019769357496,0.1416803953871499,0.03924914675767918,0.006825938566552901,0.03526734926052332,0.06257110352673492,0.0034129692832764505,0.2354948805460751,-0.23476818381201517,0.012996098906757554,-0.013447248598733344,-0.04322946729613792
197,Todd Helton,297,138,6,66,355,23,415,0.279,0.373,0.43,0.8029999999999999,0.31746844080518594,0.3669396110542477,0.2521323780279768,0.06311838962811328,0.05116796440489433,0.002224694104560623,0.024471635150166853,0.13162773451983684,0.008527994067482388,0.1538746755654431,-0.2047597707479958,-0.005977975869641575,-0.10026744194613671,-0.025735554646717267
198,Cesar Hernandez,442,133,27,49,349,15,677,0.277,0.35200000000000004,0.383,0.736,0.16399999999999998,0.5356,0.2572,0.0432,0.0375388089189952,0.007620660457239628,0.013830087496471915,0.09850409257691224,0.004233700254022015,0.1910810047981936,-0.23491213065048255,0.21780342141135275,-0.07901237727933887,-0.04584836439904944
199,Enrique Hernandez,252,94,12,71,184,11,417,0.24,0.313,0.425,0.738,0.25758597437626435,0.4086311530681052,0.2360080917060013,0.09777478084962914,0.046812749003984064,0.0059760956175298795,0.0353585657370518,0.09163346613545817,0.005478087649402391,0.20766932270916336,-0.22128183154656358,0.053895578304982816,-0.050555641028042116,-0.03391626478714027
200,Ramon Hernandez,152,78,3,47,129,13,225,0.264,0.32299999999999995,0.405,0.728,0.2509090909090909,0.4861363636363637,0.18431818181818185,0.07818181818181819,0.04409270774448841,0.0016958733747880158,0.02656868287167892,0.07292255511588468,0.007348784624081402,0.12719050310910118,-0.29296791000363476,0.10960951956099704,-0.06908864222028449,-0.05356668476179202
201,Odubel Herrera,294,122,16,60,171,14,544,0.276,0.333,0.423,0.7559999999999999,0.18789263278126786,0.4660194174757282,0.2712735579668761,0.07481439177612792,0.04895666131621188,0.006420545746388443,0.024077046548956663,0.06861958266452649,0.005617977528089888,0.21829855537720708,-0.20425359764099452,0.14807322803910108,-0.05687981009331524,-0.02712021705239843
202,Jason Heyward,731,249,36,150,606,23,1001,0.261,0.345,0.414,0.758,0.19541875447387252,0.4900978286805058,0.22190408017179672,0.0921021235981866,0.04322166290574553,0.006248915118902968,0.02603714632876237,0.10519007116819996,0.0039923624370768965,0.17375455650060753,-0.24926587846459405,0.15226491342850365,-0.03694023591129234,-0.04584452318473912
203,Aaron Hicks,352,99,12,88,337,5,562,0.235,0.332,0.402,0.7340000000000001,0.2407108239095315,0.4528809908454496,0.22670974690360798,0.07969843834141087,0.03670745272525028,0.004449388209121246,0.03262884686688913,0.12495365220615498,0.0018539117538005192,0.20837968112717836,-0.24007213054379287,0.09938928181218845,-0.06056691614393426,-0.04574400234562615
204,Aaron Hill,530,225,14,136,326,15,638,0.258,0.316,0.418,0.7340000000000001,0.2997542997542997,0.3871826371826372,0.2242014742014742,0.08845208845208845,0.04948317572025511,0.003078953155926985,0.029909830657576426,0.07169562348801407,0.003298878381350341,0.14031229382010116,-0.2336496516701894,0.010442020993766477,-0.07472761409405637,-0.034337155721757176
205,Matt Holliday,785,318,11,213,626,46,962,0.29,0.378,0.49,0.8690000000000001,0.2543489275460226,0.4610707650734674,0.21516635703428474,0.0692450599560885,0.05640297978006385,0.0019510464703795672,0.03777935438098617,0.11103228095069173,0.008158921603405462,0.17062788222774036,-0.25766818614879267,0.09545680817719744,-0.0741613599908889,-0.034912877097959115
206,Brock Holt,295,114,16,23,210,3,459,0.268,0.337,0.369,0.7070000000000001,0.17011494252873566,0.5333333333333333,0.25862068965517243,0.03793103448275862,0.04748021657642649,0.0066638900458142435,0.009579341940857976,0.08746355685131195,0.0012494793835901706,0.1911703456892961,-0.236262243795635,0.21298818055350463,-0.08673125950666125,-0.0388241466930975
207,Rhys Hoskins,247,87,5,91,269,9,411,0.24,0.366,0.495,0.861,0.3425309229305423,0.2987630827783064,0.2350142721217888,0.12274024738344436,0.049403747870528106,0.0028392958546280523,0.05167518455423055,0.15275411697898922,0.005110732538330494,0.2333901192504259,-0.19254266749047652,-0.08252244593700092,-0.043524134307280464,-0.0227854004965449
208,Eric Hosmer,714,272,20,176,471,46,1047,0.278,0.336,0.435,0.7709999999999999,0.18385148736300605,0.5502124804294342,0.21829568329232835,0.04764034891523149,0.04615645681316816,0.0033938571186153065,0.029865942643814692,0.07992533514339048,0.007805871372815205,0.1776684201595113,-0.2772843114429694,0.20830765183259786,-0.07893786432226749,-0.04718652154381634
209,Ryan Howard,593,204,18,253,459,74,1350,0.247,0.324,0.483,0.807,0.32952286282306165,0.3991053677932406,0.24478131212723656,0.026590457256461232,0.04259761954479015,0.003758613489246189,0.052829400709960325,0.09584464397577784,0.015452077678012113,0.2818960116934642,-0.22863147899932235,0.012534531520244214,-0.13979580148761275,-0.03292079234228117
210,Orlando Hudson,283,106,25,33,221,13,381,0.267,0.338,0.388,0.726,0.2506725360723893,0.5138175593054537,0.18733186598190266,0.048178038640254335,0.04453781512605042,0.01050420168067227,0.013865546218487394,0.09285714285714286,0.0054621848739495795,0.16008403361344534,-0.2988799413367351,0.13592155919216975,-0.09667579985552933,-0.062356303639760614
211,Aubrey Huff,307,144,9,86,250,26,369,0.269,0.342,0.451,0.7929999999999999,0.2814675446848542,0.4617121354656632,0.17309501411100658,0.08353715898400753,0.05538461538461538,0.003461538461538461,0.03307692307692308,0.09615384615384616,0.01,0.14192307692307693,-0.29665542803833317,0.07035688144627088,-0.06836350525193252,-0.04857474365775146
212,Nick Hundley,319,169,20,93,219,18,810,0.247,0.299,0.405,0.703,0.25610278372591005,0.4107066381156317,0.24325481798715204,0.08993576017130621,0.05010376519418915,0.005929439667951379,0.02757189445597391,0.0649273643640676,0.005336495701156241,0.24014230655203084,-0.21942979191512496,0.05823009450850527,-0.06077793395127634,-0.03017577739733134
213,Torii Hunter,624,239,13,161,342,20,871,0.28300000000000003,0.339,0.454,0.7929999999999999,0.2641025641025641,0.4878917378917379,0.17193732193732195,0.07578347578347579,0.04981242184243435,0.002709462275948312,0.033555648186744474,0.0712796998749479,0.0041684035014589406,0.1815339724885369,-0.30649149737663844,0.1010218203074419,-0.0732678219704734,-0.05300542478853225
214,Chris Iannetta,415,169,8,135,534,24,949,0.23,0.345,0.41,0.755,0.30230769230769233,0.395,0.215,0.0876923076923077,0.04304635761589404,0.0020376974019358125,0.03438614365766684,0.1360163015792155,0.0061130922058074385,0.24172185430463575,-0.2403114571462739,0.015690299703320837,-0.06843266008407166,-0.039599211529154826
215,Raul Ibanez,445,190,20,146,331,39,697,0.256,0.324,0.458,0.782,0.2925647451963241,0.42673350041771096,0.1991645781119465,0.081203007518797,0.05156037991858888,0.005427408412483039,0.03962008141112619,0.0898236092265943,0.010583446404341926,0.18914518317503395,-0.26511088367052527,0.04167994692505323,-0.07501106342898363,-0.04222081947543484
216,José Iglesias,325,163,12,35,135,6,370,0.278,0.319,0.381,0.7,0.15045293422607325,0.5281606931862938,0.2382827884994092,0.08310358408822371,0.05319843342036554,0.0039164490861618795,0.011422976501305485,0.04406005221932115,0.0019582245430809398,0.12075718015665796,-0.24821470389524852,0.21052613061951403,-0.04038193685176796,-0.03676461502007554
217,Ender Inciarte,435,136,28,40,232,11,425,0.282,0.335,0.385,0.72,0.17105263157894735,0.5078947368421053,0.2729323308270677,0.0481203007518797,0.04090225563909775,0.008421052631578947,0.012030075187969927,0.06977443609022556,0.003308270676691729,0.12781954887218044,-0.21488479660327192,0.1934339177341316,-0.08048698298103713,-0.03901269565560359
218,Omar Infante,417,179,36,50,196,8,470,0.278,0.313,0.387,0.7,0.2869510135135135,0.40878378378378377,0.21283783783783786,0.09142736486486487,0.04513363590519415,0.009077155824508321,0.01260716086737267,0.04942007060010085,0.002017145738779627,0.11850731215330307,-0.24837055727827756,0.03227127113855417,-0.07136213404582609,-0.047206213807848854
219,Brandon Inge,226,87,12,67,201,8,595,0.221,0.297,0.37,0.667,0.3189610389610389,0.41194805194805195,0.17844155844155846,0.0903896103896104,0.036739864864864864,0.005067567567567568,0.028293918918918918,0.08488175675675676,0.0033783783783783786,0.2512668918918919,-0.2819691996704189,0.010901961051587306,-0.07481461157204956,-0.05695661850080143
220,Cesar Izturis,149,52,10,6,87,4,153,0.244,0.289,0.301,0.589,0.21444582814445828,0.5235367372353674,0.18679950186799504,0.07521793275217932,0.030075187969924814,0.00578368999421631,0.003470213996529786,0.0503181029496819,0.002313475997686524,0.08849045691150954,-0.29841607307736673,0.16105239926532008,-0.06677242147243724,-0.0694181414909179
221,Maicer Izturis,267,108,6,26,169,5,240,0.267,0.326,0.365,0.691,0.2718944668376695,0.46976914620740207,0.17918651520703555,0.07878343715646757,0.04808548530721282,0.0026714158504007124,0.01157613535173642,0.07524487978628673,0.002226179875333927,0.10685663401602848,-0.2953550246057938,0.0841269150544873,-0.07529456302403395,-0.0542340218078429
222,Austin Jackson,621,218,53,65,374,9,1120,0.273,0.333,0.396,0.7290000000000001,0.2448916408668731,0.4665634674922601,0.25882352941176473,0.029721362229102162,0.046851493660004295,0.01139050075220288,0.013969482054588438,0.08037825059101655,0.0019342359767891683,0.24070492155598536,-0.2259178099803007,0.1179489191830301,-0.11660972900743148,-0.038771397384821264
