,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
3026,2552,SL,2021-10-15,81.8,-1.84,5.17,"Maton, Phil",543877.0,664208.0,,ball,,,,,14.0,"Christian Vazquez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.   Alex Verdugo to 3rd.",L,R,R,HOU,BOS,B,,,1.0,0.0,2021.0,1.87,0.11,2.04,1.61,,657077.0,,1.0,6.0,Top,,,,,455117.0,,,5.199520891618644,-118.91179783824863,-1.5333596149307318,16.23326569263836,27.365233611945538,-31.06735135452852,3.19,1.49,,,,81.8,2950.0,6.8,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.72,,,,,,,,51.0,2.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,72.0,0.0,0.047
3027,2561,SL,2021-10-15,82.4,-2.04,5.23,"Maton, Phil",543877.0,664208.0,,ball,,,,,14.0,"Christian Vazquez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.   Alex Verdugo to 3rd.",L,R,R,HOU,BOS,B,,,0.0,0.0,2021.0,1.68,0.29,2.46,2.06,,657077.0,,1.0,6.0,Top,,,,,455117.0,,,6.996261586860018,-119.7695588150264,-1.113422184294853,14.323517696395864,27.63485450362384,-29.38239185511179,3.01,1.49,,,,82.3,2826.0,6.8,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.75,,,,,,,,51.0,1.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,71.0,0.0,0.031
3028,2567,FF,2021-10-15,93.0,-1.57,5.43,"Maton, Phil",624414.0,664208.0,sac_bunt,hit_into_play,,,,,12.0,"Astros challenged (play at 1st), call on the field was overturned: Christian Arroyo out on a sacrifice bunt to catcher Martin Maldonado.   Alex Verdugo to 2nd.",L,R,R,HOU,BOS,X,2.0,ground_ball,0.0,1.0,2021.0,0.04,1.09,0.58,3.54,,,657077.0,0.0,6.0,Top,126.6,204.37,,,455117.0,,,5.505033569897725,-135.38473520388882,-1.48083850437428,-0.7283668010831887,29.336165383715816,-18.603561453581953,3.41,1.56,1.0,47.1,-67.0,94.4,2589.0,7.1,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.43,0.163,0.147,0.0,0.0,0.0,0.0,1.0,50.0,2.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,207.0,0.009000000000000001,-0.08199999999999999
3029,2591,SL,2021-10-15,81.8,-2.12,5.22,"Maton, Phil",624414.0,664208.0,,swinging_strike,,,,,12.0,"Astros challenged (play at 1st), call on the field was overturned: Christian Arroyo out on a sacrifice bunt to catcher Martin Maldonado.   Alex Verdugo to 2nd.",L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,1.43,0.51,1.01,2.82,,,657077.0,0.0,6.0,Top,,,,,455117.0,,,4.347093919750671,-119.16072203648956,0.17660713476370482,12.733173944741822,23.592571161168433,-27.54640981576634,3.41,1.56,,,,82.8,2641.0,6.9,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.57,,,,,,,,50.0,1.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,69.0,0.0,-0.057
3030,2594,FF,2021-10-15,92.2,-1.56,5.32,"Maton, Phil",657077.0,664208.0,walk,ball,,,,,14.0,Alex Verdugo walks.,L,L,R,HOU,BOS,B,,,3.0,1.0,2021.0,-0.35,1.78,1.47,1.55,,,,0.0,6.0,Top,,,,,455117.0,,,8.64313018480518,-133.87603495227577,-7.699449799590083,-6.149593273806423,30.171303511861453,-9.307416824482164,3.54,1.53,,,,93.7,2666.0,7.4,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.13,,,0.7,1.0,0.0,0.0,,49.0,5.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,204.0,-0.024,0.252
3031,2623,CU,2021-10-15,74.6,-1.83,5.28,"Maton, Phil",657077.0,664208.0,,ball,,,,,13.0,Alex Verdugo walks.,L,L,R,HOU,BOS,B,,,2.0,1.0,2021.0,1.33,-1.31,-1.42,1.71,,,,0.0,6.0,Top,,,,,455117.0,,,-1.509004441772972,-108.35244240731872,2.4271662287129456,10.57624211803331,23.837315616386643,-43.1083586594406,3.24,1.53,,,,74.7,2986.0,7.1,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.43,,,,,,,,49.0,4.0,Curveball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,65.0,0.0,0.113
3032,2635,FF,2021-10-15,93.0,-1.57,5.42,"Maton, Phil",657077.0,664208.0,,ball,,,,,14.0,Alex Verdugo walks.,L,L,R,HOU,BOS,B,,,1.0,1.0,2021.0,-0.27,1.73,1.15,2.21,,,,0.0,6.0,Top,,,,,455117.0,,,7.688525545820164,-135.09851514313712,-6.277964561670019,-5.097986056803307,31.96128613860076,-9.826712780301936,3.55,1.53,,,,93.9,2699.0,7.1,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.38,,,,,,,,49.0,3.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,200.0,0.0,0.051
3033,2650,FF,2021-10-15,93.1,-1.45,5.43,"Maton, Phil",657077.0,664208.0,,called_strike,,,,,6.0,Alex Verdugo walks.,L,L,R,HOU,BOS,S,,,1.0,0.0,2021.0,-0.41,1.72,0.63,2.66,,,,0.0,6.0,Top,,,,,455117.0,,,6.331624320603728,-135.3118291995738,-5.156479068478335,-6.480062143615768,32.142909995930665,-10.122181878072409,3.44,1.53,,,,94.1,2652.0,7.2,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.34,,,,,,,,49.0,2.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,203.0,0.0,-0.049
3034,2656,CU,2021-10-15,75.6,-1.96,5.38,"Maton, Phil",657077.0,664208.0,,ball,,,,,13.0,Alex Verdugo walks.,L,L,R,HOU,BOS,B,,,0.0,0.0,2021.0,1.48,-1.1,-1.11,1.94,,,,0.0,6.0,Top,,,,,455117.0,,,-0.8831774123895177,-109.8491906074292,2.1171201468838725,11.921297813424694,24.213393238400435,-41.61580510097152,3.33,1.53,,,,75.5,2963.0,6.9,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.64,,,,,,,,49.0,1.0,Curveball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,60.0,0.0,0.038
3056,2428,FF,2021-10-15,94.6,-1.35,5.56,"Javier, Cristian",592669.0,664299.0,strikeout,swinging_strike,,,,,11.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,S,2.0,,3.0,2.0,2021.0,-0.83,1.51,-1.0,3.87,,,,2.0,5.0,Top,,,,,455117.0,,,2.7752050832603827,-137.72911621293534,-2.1129018371980792,-11.150213940766287,30.040239819864603,-12.72483343302016,3.41,1.56,,,,94.6,2351.0,6.2,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.3,,,0.0,1.0,0.0,0.0,,43.0,6.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,197.0,0.008,-0.134
3057,2431,FF,2021-10-15,93.1,-1.34,5.55,"Javier, Cristian",592669.0,664299.0,,ball,,,,,11.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,B,,,2.0,2.0,2021.0,-0.78,1.53,-1.26,4.31,,,,2.0,5.0,Top,,,,,455117.0,,,1.9371802057581533,-135.631922334144,-0.8220978831479986,-10.131938086501831,27.910058112011342,-13.213863963892267,3.3,1.56,,,,93.1,2043.0,6.1,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.39,,,,,,,,43.0,5.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,199.0,0.0,0.043
3058,2432,FF,2021-10-15,93.2,-1.44,5.64,"Javier, Cristian",592669.0,664299.0,,ball,,,,,11.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,B,,,1.0,2.0,2021.0,-0.77,1.51,-0.3,5.91,,,,2.0,5.0,Top,,,,,455117.0,,,4.601765506693747,-135.61938917417677,3.151129931332901,-10.514242702781392,30.96531975805304,-14.529540955672624,3.39,1.56,,,,92.6,2310.0,6.1,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.44,,,,,,,,43.0,4.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,196.0,0.0,0.018000000000000002
3059,2435,SL,2021-10-15,81.2,-1.57,5.58,"Javier, Cristian",592669.0,664299.0,,foul,,,,,3.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,S,,,1.0,1.0,2021.0,1.24,0.61,0.79,3.0,,,,2.0,5.0,Top,,,,,455117.0,,,2.8940069199304483,-118.3529671459537,-0.3851876063606845,11.222701563914097,21.29015372761048,-26.51818988668003,3.41,1.56,156.0,68.3,19.0,81.0,2649.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.59,,,,,,,,43.0,3.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,71.0,0.0,-0.027000000000000003
3060,2440,FF,2021-10-15,94.6,-1.44,5.55,"Javier, Cristian",592669.0,664299.0,,ball,,,,,13.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,B,,,0.0,1.0,2021.0,-0.63,1.58,-0.18,0.56,,,,2.0,5.0,Top,,,,,455117.0,,,4.673312300968815,-137.30243658455797,-10.768788402289749,-9.001806809767416,31.401922618309566,-9.936222494578553,3.49,1.56,,,,93.9,2367.0,6.1,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.4,,,,,,,,43.0,2.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,209.0,0.0,0.013999999999999999
3061,2441,FF,2021-10-15,94.7,-1.58,5.62,"Javier, Cristian",592669.0,664299.0,,swinging_strike,,,,,1.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,-0.4,1.69,-0.68,3.22,,,,2.0,5.0,Top,,,,,455117.0,,,3.2416767147804464,-137.9013126422332,-4.351328714152737,-5.8090839007505926,31.58064900186748,-9.814380546413707,3.41,1.56,,,,94.3,2324.0,6.1,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.43,,,,,,,,43.0,1.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,204.0,0.0,-0.018000000000000002
3062,2445,FF,2021-10-15,95.4,-1.52,5.49,"Javier, Cristian",502110.0,664299.0,strikeout,called_strike,,,,,14.0,J.D. Martinez called out on strikes.,L,R,R,HOU,BOS,S,2.0,,1.0,2.0,2021.0,-0.7,1.52,1.02,1.83,,,,1.0,5.0,Top,,,,,455117.0,,,8.200210090357157,-138.52772576879966,-7.348499301142048,-10.9065614076563,31.844591417474803,-11.081894633105817,3.81,1.79,,,,94.6,2360.0,6.0,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.5,,,0.0,1.0,0.0,0.0,,42.0,4.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,204.0,0.013000000000000001,-0.114
3063,2449,FF,2021-10-15,95.2,-1.53,5.53,"Javier, Cristian",502110.0,664299.0,,called_strike,,,,,14.0,J.D. Martinez called out on strikes.,L,R,R,HOU,BOS,S,,,1.0,1.0,2021.0,-0.43,1.76,1.08,2.42,,,,1.0,5.0,Top,,,,,455117.0,,,7.756713962957772,-138.3418835221627,-6.402590930148789,-7.278489853838862,31.969287465935764,-8.327549512009696,3.77,1.79,,,,94.4,2289.0,6.0,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.5,,,,,,,,42.0,3.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,205.0,0.0,-0.043
3064,2451,SL,2021-10-15,80.6,-1.67,5.65,"Javier, Cristian",502110.0,664299.0,,called_strike,,,,,14.0,J.D. Martinez called out on strikes.,L,R,R,HOU,BOS,S,,,1.0,0.0,2021.0,1.17,0.51,1.05,1.92,,,,1.0,5.0,Top,,,,,455117.0,,,3.7855648042074597,-117.33388831875456,-2.5913963173430448,10.094961847996013,22.259593008543288,-27.190981904144753,3.7,1.73,,,,80.0,2517.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.64,,,,,,,,42.0,2.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,63.0,0.0,-0.032
3065,2453,SL,2021-10-15,79.3,-1.67,5.63,"Javier, Cristian",502110.0,664299.0,,ball,,,,,14.0,J.D. Martinez called out on strikes.,L,R,R,HOU,BOS,B,,,0.0,0.0,2021.0,1.31,0.13,2.2,-0.31,,,,1.0,5.0,Top,,,,,455117.0,,,5.935793991418167,-115.16447034704002,-6.314346976365224,10.381452383663042,23.703105777232018,-29.905043040137784,3.66,1.6,,,,78.0,2610.0,5.7,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.76,,,,,,,,42.0,1.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,55.0,0.0,0.026000000000000002
3066,2457,FF,2021-10-15,92.9,-1.53,5.65,"Javier, Cristian",646240.0,664299.0,field_out,hit_into_play,,,,,12.0,Rafael Devers flies out sharply to right fielder Kyle Tucker.,L,L,R,HOU,BOS,X,9.0,fly_ball,1.0,0.0,2021.0,-0.72,1.42,0.59,3.71,,,,0.0,5.0,Top,197.15,105.66,,,455117.0,,,6.950347487862027,-135.17854627010772,-2.299204385689757,-10.291403229944619,29.66894187711765,-14.428381846092801,3.37,1.53,289.0,107.0,53.0,92.4,2191.0,6.0,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.49,0.053,0.086,0.0,1.0,0.0,0.0,3.0,41.0,2.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,201.0,0.017,-0.27899999999999997
3067,2464,FF,2021-10-15,93.4,-1.49,5.75,"Javier, Cristian",646240.0,664299.0,,ball,,,,,11.0,Rafael Devers flies out sharply to right fielder Kyle Tucker.,L,L,R,HOU,BOS,B,,,0.0,0.0,2021.0,-0.46,1.4,-0.53,4.66,,,,0.0,5.0,Top,,,,,455117.0,,,3.4611158850934247,-135.91858694649247,-0.10973990223654828,-6.528062649382951,31.415348137177137,-15.10014227544126,3.26,1.53,,,,92.5,2197.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.65,,,,,,,,41.0,1.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,199.0,0.0,0.038
3079,2474,KC,2021-10-15,77.3,-1.33,5.75,"Javier, Cristian",593428.0,664299.0,strikeout,swinging_strike,,,,,14.0,Xander Bogaerts strikes out swinging.,L,R,R,HOU,BOS,S,2.0,,1.0,2.0,2021.0,1.11,-1.18,0.87,1.86,,571771.0,,2.0,4.0,Top,,,,,455117.0,,,2.6469053383200336,-112.3789042343225,0.9407126570458144,8.726132659101188,24.03071293923325,-42.458136944942495,3.47,1.59,,,,76.3,3082.0,6.0,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.46,,,0.0,1.0,0.0,0.0,,37.0,7.0,Knuckle Curve,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,34.0,0.027999999999999997,-0.214
3080,2477,FF,2021-10-15,95.3,-1.48,5.5,"Javier, Cristian",593428.0,664299.0,,foul,,,,,5.0,Xander Bogaerts strikes out swinging.,L,R,R,HOU,BOS,S,,,1.0,2.0,2021.0,-0.56,1.44,-0.18,2.51,,571771.0,,2.0,4.0,Top,,,,,455117.0,,,4.6617755197917266,-138.62200129322522,-5.4254552372083245,-8.294720037928805,31.217526000328625,-12.638357706930185,3.47,1.59,156.0,64.3,27.0,94.9,2357.0,6.1,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.43,,,,,,,,37.0,6.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,208.0,0.0,0.0
3081,2491,SL,2021-10-15,80.8,-1.56,5.66,"Javier, Cristian",593428.0,664299.0,,foul,,,,,12.0,Xander Bogaerts strikes out swinging.,L,R,R,HOU,BOS,S,,,1.0,2.0,2021.0,1.75,0.23,0.93,3.56,,571771.0,,2.0,4.0,Top,,,,,455117.0,,,2.214635859905119,-117.6274364862932,1.5495453765791525,15.69514502194297,24.07882633799355,-30.590166289301518,3.47,1.59,,,,80.0,2661.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.59,,,,,,,,37.0,5.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,62.0,0.0,0.0
3082,2495,SL,2021-10-15,82.1,-1.67,5.67,"Javier, Cristian",593428.0,664299.0,,foul,,,,,14.0,Xander Bogaerts strikes out swinging.,L,R,R,HOU,BOS,S,,,1.0,2.0,2021.0,1.4,0.22,0.31,1.44,,571771.0,,2.0,4.0,Top,,,,,455117.0,,,1.7669472555180137,-119.49759087507424,-3.3761442139397,12.94629570546801,25.086432837884164,-29.62445274294593,3.47,1.59,212.0,78.3,24.0,81.3,2678.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.58,,,,,,,,37.0,4.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,74.0,0.0,0.0
3083,2509,SL,2021-10-15,82.1,-1.7,5.57,"Javier, Cristian",593428.0,664299.0,,blocked_ball,,,,,14.0,Xander Bogaerts strikes out swinging.,L,R,R,HOU,BOS,B,,,0.0,2.0,2021.0,1.21,0.38,2.19,0.05,,571771.0,,2.0,4.0,Top,,,,,455117.0,,,6.4147695382415995,-119.25937254935111,-6.571446220118003,10.108785972709018,24.783351242314996,-27.40910217980052,3.58,1.59,,,,81.3,2710.0,6.0,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.49,,,,,,,,37.0,3.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,63.0,0.0,0.027000000000000003
3084,2519,SL,2021-10-15,81.1,-1.64,5.73,"Javier, Cristian",593428.0,664299.0,,foul,,,,,8.0,Xander Bogaerts strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,1.0,2021.0,1.36,0.13,0.08,1.99,,571771.0,,2.0,4.0,Top,,,,,455117.0,,,1.2402204030857014,-118.06042631680376,-1.9184307940853509,12.345275337985434,24.83460904239474,-30.790895868228553,3.47,1.59,,,,80.2,2677.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.58,,,,,,,,37.0,2.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,52.0,0.0,-0.086
3085,2541,FF,2021-10-15,94.6,-1.59,5.61,"Javier, Cristian",593428.0,664299.0,,called_strike,,,,,6.0,Xander Bogaerts strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,-0.44,1.49,0.37,2.84,,571771.0,,2.0,4.0,Top,,,,,455117.0,,,6.0666815361485265,-137.5128212901563,-4.7944459781128375,-7.052143258629356,33.0787912095723,-12.454541093126492,3.53,1.59,,,,93.8,2382.0,6.1,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.41,,,,,,,,37.0,1.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,206.0,0.0,-0.045
3086,2545,FF,2021-10-15,94.9,-1.48,5.64,"Javier, Cristian",656941.0,664299.0,strikeout,swinging_strike,,,,,11.0,Kyle Schwarber strikes out swinging.,L,L,R,HOU,BOS,S,2.0,,1.0,2.0,2021.0,-0.83,1.77,-0.62,3.56,,571771.0,,1.0,4.0,Top,,,,,455117.0,,,4.08691504320728,-138.01373117157317,-3.6900653190523367,-11.475202700703841,33.78120665916056,-8.98932875858152,3.37,1.53,,,,94.0,2472.0,6.0,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.46,,,0.0,1.0,0.0,0.0,,36.0,4.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,206.0,0.026000000000000002,-0.268
3087,2563,SL,2021-10-15,81.4,-1.58,5.63,"Javier, Cristian",656941.0,664299.0,,called_strike,,,,,9.0,Kyle Schwarber strikes out swinging.,L,L,R,HOU,BOS,S,,,1.0,1.0,2021.0,1.29,0.25,0.63,2.09,,571771.0,,1.0,4.0,Top,,,,,455117.0,,,2.4938466783560718,-118.53499535189529,-1.732929140894644,11.457004406169341,25.790401598594674,-29.71054604340476,3.4,1.53,,,,80.5,2646.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.56,,,,,,,,36.0,3.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,65.0,0.0,-0.073
3088,2578,SL,2021-10-15,80.2,-1.76,5.64,"Javier, Cristian",656941.0,664299.0,,called_strike,,,,,11.0,Kyle Schwarber strikes out swinging.,L,L,R,HOU,BOS,S,,,1.0,0.0,2021.0,1.4,0.37,-0.49,3.64,,571771.0,,1.0,4.0,Top,,,,,455117.0,,,0.14622130229229807,-116.80395304672597,1.622533411087584,12.722792563532565,23.970506215315037,-29.400544753998666,3.41,1.63,,,,79.4,2643.0,5.9,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.63,,,,,,,,36.0,2.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,67.0,0.0,-0.045
3089,2580,FF,2021-10-15,94.5,-1.67,5.65,"Javier, Cristian",656941.0,664299.0,,ball,,,,,11.0,Kyle Schwarber strikes out swinging.,L,L,R,HOU,BOS,B,,,0.0,0.0,2021.0,-0.59,1.66,-1.38,3.16,,571771.0,,1.0,4.0,Top,,,,,455117.0,,,2.0446940193541137,-137.46930345262328,-4.4365880125690325,-7.941257391873664,33.149893216407186,-10.401233008099616,3.39,1.53,,,,93.3,2436.0,5.8,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.69,,,,,,,,36.0,1.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,206.0,0.0,0.031
3090,2597,SL,2021-10-15,80.2,-1.67,5.68,"Javier, Cristian",571771.0,664299.0,double,hit_into_play,,,,,5.0,Enrique Hernandez doubles (1) on a fly ball to left fielder Yordan Alvarez.,L,R,R,HOU,BOS,X,7.0,fly_ball,0.0,0.0,2021.0,1.14,0.28,0.07,2.67,,,,1.0,4.0,Top,60.08,131.45,,,455117.0,,,1.68372842670139,-116.83503806502443,-0.4349122462268987,10.033012420270179,24.03657548198071,-29.802735271087307,3.32,1.51,230.0,76.8,45.0,79.2,2684.0,5.7,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.78,0.1,0.10099999999999999,1.25,1.0,1.0,1.0,3.0,35.0,1.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Infield shift,Standard,64.0,-0.033,0.409
3091,2611,SL,2021-10-15,82.0,-1.54,5.59,"Javier, Cristian",543877.0,664299.0,field_out,hit_into_play,,,,,9.0,Christian Vazquez flies out to right fielder Kyle Tucker.,L,R,R,HOU,BOS,X,9.0,fly_ball,1.0,2.0,2021.0,1.17,0.25,0.52,1.52,,,,0.0,4.0,Top,161.31,92.4,,,455117.0,,,2.353232710154341,-119.35170756655691,-3.0505378704993085,10.67510606274289,24.545261841480517,-29.397954446457238,3.29,1.49,279.0,83.9,37.0,80.9,2738.0,5.7,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.82,0.01,0.016,0.0,1.0,0.0,0.0,3.0,34.0,4.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,60.0,0.017,-0.17300000000000001
3092,2638,SL,2021-10-15,81.0,-1.73,5.65,"Javier, Cristian",543877.0,664299.0,,foul,,,,,6.0,Christian Vazquez flies out to right fielder Kyle Tucker.,L,R,R,HOU,BOS,S,,,1.0,1.0,2021.0,1.26,0.29,0.6,2.41,,,,0.0,4.0,Top,,,,,455117.0,,,2.7707292970131365,-117.85551327993885,-1.1057078231499198,11.088848403724155,24.49368409101396,-29.501844576310766,3.29,1.49,168.0,69.4,63.0,79.9,2645.0,5.8,660896.0,664299.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.74,,,,,,,,34.0,3.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,66.0,0.0,-0.057
