,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
1978,1274,FF,2021-10-18,93.5,-1.65,6.11,"Urquidy, José",656941.0,664353.0,,ball,,,,,14.0,Kyle Schwarber hits a grand slam (1) to right field.   Hunter Renfroe scores.    Christian Vazquez scores.    Christian Arroyo scores.,L,L,R,BOS,HOU,B,,,0.0,0.0,2021.0,-0.85,1.59,1.25,2.33,592669.0,543877.0,624414.0,1.0,2.0,Bot,,,,,455117.0,,,9.294020405754033,-135.7254164684885,-7.44211781431267,-12.55402310074964,29.20647387467911,-11.015883580400793,3.54,1.64,,,,92.9,2225.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.47,,,,,,,,16.0,1.0,4-Seam Fastball,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,Infield shift,Standard,206.0,0.0,0.132
1979,1276,FF,2021-10-18,93.4,-1.83,6.22,"Urquidy, José",624414.0,664353.0,fielders_choice,hit_into_play,,,,,6.0,"Christian Arroyo reaches on a fielder's choice, fielded by second baseman Jose Altuve.   J.D. Martinez scores.    Hunter Renfroe to 3rd.    Christian Vazquez to 2nd.  Fielding error by second baseman Jose Altuve.",L,R,R,BOS,HOU,X,4.0,ground_ball,2.0,2.0,2021.0,-0.72,1.62,0.76,2.17,502110.0,592669.0,543877.0,1.0,2.0,Bot,127.68,140.24,,,455117.0,,,8.219033771619621,-135.60743640377228,-8.224159453055446,-10.629714876370036,27.585562946488327,-10.473226478002603,3.41,1.56,17.0,105.0,-6.0,93.2,2319.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.37,0.36,0.332,0.0,1.0,0.0,0.0,2.0,15.0,5.0,4-Seam Fastball,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,Standard,Standard,206.0,0.076,-0.6759999999999999
1980,1279,CU,2021-10-18,80.6,-2.09,5.91,"Urquidy, José",624414.0,664353.0,,swinging_strike_blocked,,,,,14.0,"Christian Arroyo reaches on a fielder's choice, fielded by second baseman Jose Altuve.   J.D. Martinez scores.    Hunter Renfroe to 3rd.    Christian Vazquez to 2nd.  Fielding error by second baseman Jose Altuve.",L,R,R,BOS,HOU,S,,,2.0,1.0,2021.0,0.32,-1.2,0.6,1.22,502110.0,592669.0,543877.0,1.0,2.0,Bot,,,,,455117.0,,,5.3404389971168085,-117.25066564387959,-1.3779243525178444,1.7520864213424228,25.241116968635286,-43.05320251753165,3.41,1.56,,,,79.8,2678.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.45,,,,,,,,15.0,4.0,Curveball,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Standard,Standard,43.0,0.0,-0.22899999999999998
1981,1280,FF,2021-10-18,93.1,-1.93,6.04,"Urquidy, José",624414.0,664353.0,,foul,,,,,6.0,"Christian Arroyo reaches on a fielder's choice, fielded by second baseman Jose Altuve.   J.D. Martinez scores.    Hunter Renfroe to 3rd.    Christian Vazquez to 2nd.  Fielding error by second baseman Jose Altuve.",L,R,R,BOS,HOU,S,,,2.0,0.0,2021.0,-0.83,1.58,0.3,2.38,502110.0,592669.0,543877.0,1.0,2.0,Bot,,,,,455117.0,,,7.479233812271035,-135.23747515492968,-7.0538919243974725,-11.781549092096233,28.1543040325806,-11.43271845629572,3.41,1.56,267.0,87.6,46.0,92.6,2215.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.5,,,,,,,,15.0,3.0,4-Seam Fastball,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Standard,Standard,209.0,0.0,-0.253
1982,1283,FF,2021-10-18,93.5,-1.38,6.29,"Urquidy, José",624414.0,664353.0,,blocked_ball,,,,,14.0,"Christian Arroyo reaches on a fielder's choice, fielded by second baseman Jose Altuve.   J.D. Martinez scores.    Hunter Renfroe to 3rd.    Christian Vazquez to 2nd.  Fielding error by second baseman Jose Altuve.",L,R,R,BOS,HOU,B,,,1.0,0.0,2021.0,-0.7,1.76,1.83,1.1,502110.0,592669.0,543877.0,1.0,2.0,Bot,,,,,455117.0,,,9.729905187669054,-135.34515580112767,-11.352168962759324,-10.774158874766341,30.33741043897002,-8.084072828975453,3.49,1.64,,,,92.5,2277.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.43,,,,,,,,15.0,2.0,4-Seam Fastball,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Standard,Standard,203.0,0.0,0.21899999999999997
1983,1285,SL,2021-10-18,83.5,-2.39,5.75,"Urquidy, José",624414.0,664353.0,,ball,,,,,14.0,"Christian Arroyo reaches on a fielder's choice, fielded by second baseman Jose Altuve.   J.D. Martinez scores.    Hunter Renfroe to 3rd.    Christian Vazquez to 2nd.  Fielding error by second baseman Jose Altuve.",L,R,R,BOS,HOU,B,,,0.0,0.0,2021.0,0.27,0.48,1.86,1.89,502110.0,592669.0,543877.0,1.0,2.0,Bot,,,,,455117.0,,,9.187443819784823,-121.25523197110323,-3.318566954065157,0.7162669181641556,25.162916217517058,-27.004434518326484,3.46,1.61,,,,82.7,2516.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.47,,,,,,,,15.0,1.0,Slider,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Standard,Standard,87.0,0.0,0.132
1984,1287,SL,2021-10-18,84.2,-2.33,5.84,"Urquidy, José",543877.0,664353.0,single,hit_into_play,,,,,12.0,Christian Vazquez singles on a line drive to right fielder Kyle Tucker.   Alex Verdugo scores.    J.D. Martinez to 3rd.    Hunter Renfroe to 2nd.,L,R,R,BOS,HOU,X,9.0,line_drive,1.0,2.0,2021.0,0.67,0.56,1.4,2.56,657077.0,502110.0,592669.0,1.0,2.0,Bot,169.2,119.51,,,455117.0,,,7.2759813502570685,-122.35850700555409,-2.2605608822418857,5.206248943069394,25.775557855875316,-26.314131949850296,3.29,1.49,188.0,86.4,13.0,83.3,2530.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.57,0.7929999999999999,0.765,0.9,1.0,1.0,0.0,4.0,14.0,4.0,Slider,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Standard,Standard,74.0,0.091,1.432
1985,1288,FF,2021-10-18,92.4,-1.33,6.39,"Urquidy, José",543877.0,664353.0,,foul,,,,,6.0,Christian Vazquez singles on a line drive to right fielder Kyle Tucker.   Alex Verdugo scores.    J.D. Martinez to 3rd.    Hunter Renfroe to 2nd.,L,R,R,BOS,HOU,S,,,1.0,1.0,2021.0,-0.88,1.51,0.61,2.12,657077.0,502110.0,592669.0,1.0,2.0,Bot,,,,,455117.0,,,6.778204472803961,-134.33493993824544,-8.305986251803079,-12.091906823831932,26.66508132951917,-12.307316306369515,3.29,1.49,215.0,79.7,54.0,92.0,2203.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.61,,,,,,,,14.0,3.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,202.0,0.0,-0.22699999999999998
1986,1291,FF,2021-10-18,92.8,-1.54,6.29,"Urquidy, José",543877.0,664353.0,,foul,,,,,8.0,Christian Vazquez singles on a line drive to right fielder Kyle Tucker.   Alex Verdugo scores.    J.D. Martinez to 3rd.    Hunter Renfroe to 2nd.,L,R,R,BOS,HOU,S,,,1.0,0.0,2021.0,-0.68,1.5,0.24,1.86,657077.0,502110.0,592669.0,1.0,2.0,Bot,,,,,455117.0,,,5.982823019113113,-134.86156233028228,-8.788904578805184,-9.590492752268776,27.149518808864645,-12.107664176101467,3.29,1.49,228.0,86.0,55.0,92.3,2237.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.62,,,,,,,,14.0,2.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,206.0,0.0,-0.172
1987,1293,SL,2021-10-18,82.6,-2.25,5.86,"Urquidy, José",543877.0,664353.0,,ball,,,,,14.0,Christian Vazquez singles on a line drive to right fielder Kyle Tucker.   Alex Verdugo scores.    J.D. Martinez to 3rd.    Hunter Renfroe to 2nd.,L,R,R,BOS,HOU,B,,,0.0,0.0,2021.0,0.78,-0.21,1.92,1.35,657077.0,502110.0,592669.0,1.0,2.0,Bot,,,,,455117.0,,,7.9094305898607935,-120.05326654114836,-3.340481446977698,6.143841426183431,22.266544069187603,-33.82001005336756,3.34,1.55,,,,82.2,2447.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.52,,,,,,,,14.0,1.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,76.0,0.0,0.132
1988,1295,SL,2021-10-18,82.5,-2.24,5.73,"Urquidy, José",592669.0,664353.0,walk,ball,,,,,14.0,Hunter Renfroe walks.,L,R,R,BOS,HOU,B,,,3.0,2.0,2021.0,0.62,0.7,1.95,2.3,657077.0,502110.0,,1.0,2.0,Bot,,,,,455117.0,,,8.243482482219308,-120.04043621578111,-2.710388867670231,4.688184930533361,20.125127617533305,-25.010618915604077,3.52,1.61,,,,82.2,2401.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.69,,,0.7,1.0,0.0,0.0,,13.0,6.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,80.0,0.01,0.392
1989,1297,FF,2021-10-18,93.0,-1.12,6.32,"Urquidy, José",592669.0,664353.0,,called_strike,,,,,2.0,Hunter Renfroe walks.,L,R,R,BOS,HOU,S,,,3.0,1.0,2021.0,-0.86,1.59,0.05,3.53,657077.0,502110.0,,1.0,2.0,Bot,,,,,455117.0,,,4.818489740405829,-135.35424552914486,-4.872562616945838,-11.553523666090145,27.91703209354723,-11.721768036427193,3.6,1.64,,,,92.6,2207.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.6,,,,,,,,13.0,5.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,206.0,0.0,-0.187
1990,1299,FF,2021-10-18,92.6,-1.11,6.35,"Urquidy, José",592669.0,664353.0,,ball,,,,,11.0,Hunter Renfroe walks.,L,R,R,BOS,HOU,B,,,2.0,1.0,2021.0,-0.92,1.46,-0.8,4.24,657077.0,502110.0,,1.0,2.0,Bot,,,,,455117.0,,,2.795907327037833,-134.96303237033598,-2.8252346446464753,-11.880312668715767,27.27589545679821,-13.804391232212375,3.58,1.66,,,,92.3,2227.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.66,,,,,,,,13.0,4.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,208.0,0.0,0.131
1991,1300,FF,2021-10-18,93.1,-1.09,6.45,"Urquidy, José",592669.0,664353.0,,foul,,,,,12.0,Hunter Renfroe walks.,L,R,R,BOS,HOU,S,,,2.0,0.0,2021.0,-0.47,1.74,0.07,3.63,657077.0,502110.0,,1.0,2.0,Bot,,,,,455117.0,,,3.9644636632078796,-135.51928357939434,-5.226612074389776,-6.663544810616788,30.029531390574512,-9.81398853465187,3.41,1.56,264.0,78.2,48.0,92.2,2256.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.74,,,,,,,,13.0,3.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,201.0,0.0,-0.083
1992,1304,SL,2021-10-18,82.7,-2.01,5.81,"Urquidy, José",592669.0,664353.0,,ball,,,,,14.0,Hunter Renfroe walks.,L,R,R,BOS,HOU,B,,,1.0,0.0,2021.0,0.84,0.5,1.26,1.74,657077.0,502110.0,,1.0,2.0,Bot,,,,,455117.0,,,5.814138319444204,-120.38158325218063,-3.795642419902325,7.133484606229978,22.083364761823574,-26.771927267973656,3.44,1.62,,,,82.6,2480.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.44,,,,,,,,13.0,2.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,83.0,0.0,0.059000000000000004
1993,1306,SL,2021-10-18,83.8,-2.18,5.6,"Urquidy, José",592669.0,664353.0,,ball,,,,,14.0,Hunter Renfroe walks.,L,R,R,BOS,HOU,B,,,0.0,0.0,2021.0,0.63,0.59,1.04,1.75,657077.0,502110.0,,1.0,2.0,Bot,,,,,455117.0,,,6.143333100013505,-121.94272351856787,-3.682042868810673,5.1438727529340085,22.412559323150933,-25.724947114619674,3.46,1.57,,,,83.4,2407.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.63,,,,,,,,13.0,1.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,100.0,0.0,0.026000000000000002
1994,1312,FF,2021-10-18,92.3,-1.29,6.31,"Urquidy, José",502110.0,664353.0,double,hit_into_play,,,,,2.0,J.D. Martinez doubles (1) on a sharp line drive to center fielder Jose Siri.   Alex Verdugo to 3rd.,L,R,R,BOS,HOU,X,8.0,line_drive,1.0,0.0,2021.0,-0.78,1.67,0.16,3.07,,,657077.0,1.0,2.0,Bot,86.28,54.09,,,455117.0,,,5.3176666816145834,-134.35129212658086,-6.046351443512526,-10.547169711897322,27.19445890052885,-10.777239397997546,3.49,1.6,371.0,106.6,20.0,91.9,2270.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.64,0.7929999999999999,1.217,1.25,1.0,1.0,1.0,6.0,12.0,2.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,208.0,0.08900000000000001,0.871
1995,1316,FF,2021-10-18,93.7,-1.12,6.25,"Urquidy, José",502110.0,664353.0,,ball,,,,,14.0,J.D. Martinez doubles (1) on a sharp line drive to center fielder Jose Siri.   Alex Verdugo to 3rd.,L,R,R,BOS,HOU,B,,,0.0,0.0,2021.0,-0.86,1.81,0.89,1.49,,,657077.0,1.0,2.0,Bot,,,,,455117.0,,,7.059212442850408,-135.93548158597056,-10.449919868579542,-12.26983874995418,29.89014217187521,-7.582392579882433,3.76,1.75,,,,93.0,2260.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.47,,,,,,,,12.0,1.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,202.0,0.0,0.046
1996,1320,FF,2021-10-18,94.5,-1.17,6.33,"Urquidy, José",657077.0,664353.0,walk,ball,,,,,14.0,Alex Verdugo walks.,L,L,R,BOS,HOU,B,,,3.0,2.0,2021.0,-0.68,1.84,1.11,2.23,,,,1.0,2.0,Bot,,,,,455117.0,,,7.403580619532711,-137.1835695481625,-8.997603185618653,-10.25458208809012,30.584984937443306,-7.108091839223302,3.52,1.54,,,,93.7,2267.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.52,,,0.7,1.0,0.0,0.0,,11.0,11.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,202.0,0.026000000000000002,0.214
1997,1323,CH,2021-10-18,86.3,-1.64,6.08,"Urquidy, José",657077.0,664353.0,,foul,,,,,5.0,Alex Verdugo walks.,L,L,R,BOS,HOU,S,,,3.0,2.0,2021.0,-1.44,0.78,0.15,2.56,,,,1.0,2.0,Bot,,,,,455117.0,,,7.1188195736130355,-125.4798477491243,-3.743130270191571,-16.644328570394798,24.166209813571914,-23.331358916662712,3.37,1.53,205.0,100.2,13.0,86.0,1925.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.49,,,,,,,,11.0,10.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,236.0,0.0,0.0
1998,1326,CH,2021-10-18,86.2,-1.63,5.94,"Urquidy, José",657077.0,664353.0,,ball,,,,,14.0,Alex Verdugo walks.,L,L,R,BOS,HOU,B,,,2.0,2.0,2021.0,-1.38,1.01,0.29,0.68,,,,1.0,2.0,Bot,,,,,455117.0,,,7.3491298631202255,-125.04958507852696,-8.277256902952884,-15.976493929006164,25.45767029635229,-19.998790300953587,3.51,1.52,,,,85.8,2048.0,6.2,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.26,,,,,,,,11.0,9.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,233.0,0.0,0.071
1999,1331,FF,2021-10-18,95.1,-1.25,6.3,"Urquidy, José",657077.0,664353.0,,foul,,,,,12.0,Alex Verdugo walks.,L,L,R,BOS,HOU,S,,,2.0,2.0,2021.0,-0.85,1.34,0.26,3.63,,,,1.0,2.0,Bot,,,,,455117.0,,,5.777028491454117,-138.3748366919659,-4.346596990405044,-12.150361937055974,29.10033969504345,-14.194677785763659,3.37,1.53,147.0,75.1,72.0,94.5,2116.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.7,,,,,,,,11.0,8.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,204.0,0.0,0.0
2000,1336,FF,2021-10-18,95.2,-1.18,6.4,"Urquidy, José",657077.0,664353.0,,foul,,,,,12.0,Alex Verdugo walks.,L,L,R,BOS,HOU,S,,,2.0,2.0,2021.0,-0.42,1.52,0.1,3.53,,,,1.0,2.0,Bot,,,,,455117.0,,,4.2494360934093525,-138.5997445691627,-5.285997727524801,-6.276517898793437,29.332754516904693,-11.516411614177565,3.37,1.53,224.0,77.3,24.0,94.4,2232.0,5.7,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.82,,,,,,,,11.0,7.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,198.0,0.0,0.0
2001,1339,CH,2021-10-18,85.9,-1.73,6.08,"Urquidy, José",657077.0,664353.0,,ball,,,,,11.0,Alex Verdugo walks.,L,L,R,BOS,HOU,B,,,1.0,2.0,2021.0,-1.25,0.74,-1.92,2.52,,,,1.0,2.0,Bot,,,,,455117.0,,,2.0668485545382693,-125.17219540529557,-3.6874981289048985,-13.598644121415193,24.42978378071568,-23.83249614141493,3.5,1.53,,,,85.4,1945.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.68,,,,,,,,11.0,6.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,239.0,0.0,0.027999999999999997
2002,1343,FF,2021-10-18,93.5,-1.32,6.48,"Urquidy, José",657077.0,664353.0,,foul,,,,,3.0,Alex Verdugo walks.,L,L,R,BOS,HOU,S,,,1.0,2.0,2021.0,-0.77,1.67,0.51,3.3,,,,1.0,2.0,Bot,,,,,455117.0,,,6.3329335660224375,-135.95825703586186,-6.034624670639775,-10.954787510530188,31.544476353016186,-10.383871015493984,3.37,1.53,98.0,79.1,73.0,92.4,2232.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.67,,,,,,,,11.0,5.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,207.0,0.0,0.0
2003,1351,CH,2021-10-18,86.3,-1.64,5.97,"Urquidy, José",657077.0,664353.0,,foul,,,,,13.0,Alex Verdugo walks.,L,L,R,BOS,HOU,S,,,1.0,2.0,2021.0,-1.34,0.82,-0.25,1.31,,,,1.0,2.0,Bot,,,,,455117.0,,,5.997894700370817,-125.38409891054808,-6.476973445032523,-15.342693644662493,25.856296917831177,-22.35837610214968,3.37,1.53,2.0,48.7,-32.0,85.8,2042.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.42,,,,,,,,11.0,4.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,236.0,0.0,0.0
2004,1352,CH,2021-10-18,85.8,-1.57,6.24,"Urquidy, José",657077.0,664353.0,,ball,,,,,13.0,Alex Verdugo walks.,L,L,R,BOS,HOU,B,,,0.0,2.0,2021.0,-1.39,1.2,-1.0,0.66,,,,1.0,2.0,Bot,,,,,455117.0,,,4.143047536907191,-124.66931001919552,-9.325030214710974,-15.289852870713048,24.04950590219467,-18.005686181339218,3.65,1.6,,,,85.4,2132.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.45,,,,,,,,11.0,3.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,231.0,0.0,0.013000000000000001
2005,1361,CH,2021-10-18,86.4,-1.7,6.14,"Urquidy, José",657077.0,664353.0,,called_strike,,,,,5.0,Alex Verdugo walks.,L,L,R,BOS,HOU,S,,,0.0,1.0,2021.0,-1.46,1.16,0.0,2.16,,,,1.0,2.0,Bot,,,,,455117.0,,,6.991204237573547,-125.52403892418312,-5.5646257502343115,-16.852591643987054,26.27007021548369,-18.941572048525547,3.46,1.51,,,,85.9,2039.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.37,,,,,,,,11.0,2.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,236.0,0.0,-0.035
2006,1365,CU,2021-10-18,79.2,-2.08,5.93,"Urquidy, José",657077.0,664353.0,,called_strike,,,,,7.0,Alex Verdugo walks.,L,L,R,BOS,HOU,S,,,0.0,0.0,2021.0,0.7,-1.17,-0.37,1.83,,,,1.0,2.0,Bot,,,,,455117.0,,,2.3886108535868598,-115.28909112672666,-0.003456717028452072,5.795012020085753,21.92122102825358,-42.80437639196712,3.47,1.49,,,,78.6,2596.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.62,,,,,,,,11.0,1.0,Curveball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,47.0,0.0,-0.027000000000000003
2007,1367,SL,2021-10-18,82.2,-2.02,5.99,"Urquidy, José",593428.0,664353.0,strikeout,called_strike,,,,,14.0,Xander Bogaerts called out on strikes.,L,R,R,BOS,HOU,S,2.0,,0.0,2.0,2021.0,1.12,0.21,1.03,1.75,,,,0.0,2.0,Bot,,,,,455117.0,,,4.739761093301642,-119.71104563792082,-3.5133802472018267,9.875929187108502,22.224256895490413,-29.660007349333345,3.54,1.53,,,,81.9,2485.0,5.9,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.55,,,0.0,1.0,0.0,0.0,,10.0,3.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,62.0,-0.023,-0.151
2008,1376,SL,2021-10-18,81.8,-2.4,5.73,"Urquidy, José",593428.0,664353.0,,swinging_strike,,,,,14.0,Xander Bogaerts called out on strikes.,L,R,R,BOS,HOU,S,,,0.0,1.0,2021.0,1.55,0.35,1.03,1.77,,,,0.0,2.0,Bot,,,,,455117.0,,,4.716308537612974,-119.07951552341645,-2.9948967605843735,13.674095422666564,24.571023299454644,-28.448863009273968,3.47,1.59,,,,80.9,2460.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.65,,,,,,,,10.0,2.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,73.0,0.0,-0.052000000000000005
2009,1382,FF,2021-10-18,93.4,-1.43,6.39,"Urquidy, José",593428.0,664353.0,,called_strike,,,,,5.0,Xander Bogaerts called out on strikes.,L,R,R,BOS,HOU,S,,,0.0,0.0,2021.0,-0.7,1.65,0.18,2.42,,,,0.0,2.0,Bot,,,,,455117.0,,,5.652164724614102,-135.69582307201873,-8.023140880945599,-9.957903915595374,30.545596133841,-10.249784766812093,3.58,1.6,,,,92.8,2240.0,6.1,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.41,,,,,,,,10.0,1.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard,203.0,0.0,-0.038
2022,1394,FF,2021-10-18,93.8,-1.18,6.49,"Urquidy, José",646240.0,664353.0,field_out,hit_into_play,,,,,8.0,Rafael Devers pops out to third baseman Alex Bregman.,L,L,R,BOS,HOU,X,5.0,popup,0.0,1.0,2021.0,-0.7,1.49,-0.03,1.87,,,,2.0,1.0,Bot,117.0,170.14,,,455117.0,,,4.486602304590655,-136.37702581745495,-9.468117048483027,-9.677111581439474,25.501488626526246,-11.751595171260757,3.37,1.53,82.0,92.6,75.0,93.4,2183.0,5.8,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.7,0.006999999999999999,0.008,0.0,1.0,0.0,0.0,3.0,6.0,2.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,201.0,-0.01,-0.086
2023,1400,FF,2021-10-18,95.5,-1.39,6.43,"Urquidy, José",646240.0,664353.0,,swinging_strike,,,,,2.0,Rafael Devers pops out to third baseman Alex Bregman.,L,L,R,BOS,HOU,S,,,0.0,0.0,2021.0,-0.79,1.54,0.0,2.9,,,,2.0,1.0,Bot,,,,,455117.0,,,5.390446042205781,-138.99038991370142,-7.136282494895804,-11.448868952215708,29.05667575058189,-10.804479449485854,3.37,1.53,,,,95.3,2245.0,6.0,660898.0,664353.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.5,,,,,,,,6.0,1.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infield shift,Standard,206.0,0.0,-0.018000000000000002
